strain	genbank	date	country	region	division	location	length	host	host_type	lineage	authors	date_submitted
PP_0047HE5.2	PP_0047HE5.2	2015-04-13	Australia				15266		Unknown	B.D.4.1	Dong, Xiaomin; Edwards, Steven; Deng, Yi Mo; Barr, Ian; Hirankitti, Arada; Dapat, Clyde	2025-09-24
PP_0047HG1.2	PP_0047HG1.2	2015-06-11	Australia				15218		Unknown	B.D.4	Dong, Xiaomin; Edwards, Steven; Deng, Yi Mo; Barr, Ian; Hirankitti, Arada; Dapat, Clyde	2025-09-24
PP_0047HF3.2	PP_0047HF3.2	2018-07-16	Australia				15217		Unknown	B.D.4.1.1	Dong, Xiaomin; Edwards, Steven; Deng, Yi Mo; Barr, Ian; Hirankitti, Arada; Dapat, Clyde	2025-09-24
PP_004779R.2	PP_004779R.2	2021-03-06	Australia				15214		Unknown	B.D.4.1.1	Dong, Xiaomin; Edwards, Steven; Deng, Yi Mo; Barr, Ian; Hirankitti, Arada; Dapat, Clyde	2025-09-24
PP_00477RS.2	PP_00477RS.2	2021-03-11	Australia				15214		Unknown	B.D.4.1.1	Dong, Xiaomin; Edwards, Steven; Deng, Yi Mo; Barr, Ian; Hirankitti, Arada; Dapat, Clyde	2025-09-24
PP_004769S.2	PP_004769S.2	2021-02-13	Australia				15213		Unknown	B.D.4.1.1	Dong, Xiaomin; Edwards, Steven; Deng, Yi Mo; Barr, Ian; Hirankitti, Arada; Dapat, Clyde	2025-09-24
PP_0047832.2	PP_0047832.2	2021-03-22	Australia				15213		Unknown	B.D.4.1.1	Dong, Xiaomin; Edwards, Steven; Deng, Yi Mo; Barr, Ian; Hirankitti, Arada; Dapat, Clyde	2025-09-24
PP_0047741.2	PP_0047741.2	2021-03-02	Australia				15213		Unknown	B.D.4.1.1	Dong, Xiaomin; Edwards, Steven; Deng, Yi Mo; Barr, Ian; Hirankitti, Arada; Dapat, Clyde	2025-09-24
PP_00478AN.2	PP_00478AN.2	2021-03-27	Australia				15213		Unknown	B.D.4.1.1	Dong, Xiaomin; Edwards, Steven; Deng, Yi Mo; Barr, Ian; Hirankitti, Arada; Dapat, Clyde	2025-09-24
PP_00477FD.2	PP_00477FD.2	2021-03-09	Australia				15213		Unknown	B.D.4.1.1	Dong, Xiaomin; Edwards, Steven; Deng, Yi Mo; Barr, Ian; Hirankitti, Arada; Dapat, Clyde	2025-09-24
PP_00476FE.2	PP_00476FE.2	2021-02-16	Australia				15213		Unknown	B.D.4.1.1	Dong, Xiaomin; Edwards, Steven; Deng, Yi Mo; Barr, Ian; Hirankitti, Arada; Dapat, Clyde	2025-09-24
PP_00476M1.2	PP_00476M1.2	2021-02-23	Australia				15218		Unknown	B.D.E.4	Dong, Xiaomin; Edwards, Steven; Deng, Yi Mo; Barr, Ian; Hirankitti, Arada; Dapat, Clyde	2025-09-24
PP_0047FZ2.2	PP_0047FZ2.2	2021-02-21	Australia				15217		Unknown	B.D.E.4	Dong, Xiaomin; Edwards, Steven; Deng, Yi Mo; Barr, Ian; Hirankitti, Arada; Dapat, Clyde	2025-09-24
PP_0047BDD.2	PP_0047BDD.2	2021-01-05	Australia				15216		Unknown	B.D.E.4	Dong, Xiaomin; Edwards, Steven; Deng, Yi Mo; Barr, Ian; Hirankitti, Arada; Dapat, Clyde	2025-09-24
PP_0047BZ6.2	PP_0047BZ6.2	2021-01-14	Australia				15216		Unknown	B.D.E.4	Dong, Xiaomin; Edwards, Steven; Deng, Yi Mo; Barr, Ian; Hirankitti, Arada; Dapat, Clyde	2025-09-24
PP_0047B8P.2	PP_0047B8P.2	2021-01-05	Australia				15216		Unknown	B.D.E.4	Dong, Xiaomin; Edwards, Steven; Deng, Yi Mo; Barr, Ian; Hirankitti, Arada; Dapat, Clyde	2025-09-24
PP_00477DH.2	PP_00477DH.2	2021-03-08	Australia				15215		Unknown	B.D.E.4	Dong, Xiaomin; Edwards, Steven; Deng, Yi Mo; Barr, Ian; Hirankitti, Arada; Dapat, Clyde	2025-09-24
PP_00476ZB.2	PP_00476ZB.2	2021-03-01	Australia				15215		Unknown	B.D.E.4	Dong, Xiaomin; Edwards, Steven; Deng, Yi Mo; Barr, Ian; Hirankitti, Arada; Dapat, Clyde	2025-09-24
PP_00477M0.2	PP_00477M0.2	2021-03-11	Australia				15215		Unknown	B.D.E.4	Dong, Xiaomin; Edwards, Steven; Deng, Yi Mo; Barr, Ian; Hirankitti, Arada; Dapat, Clyde	2025-09-24
PP_00477SQ.2	PP_00477SQ.2	2021-03-12	Australia				15215		Unknown	B.D.E.4	Dong, Xiaomin; Edwards, Steven; Deng, Yi Mo; Barr, Ian; Hirankitti, Arada; Dapat, Clyde	2025-09-24
PP_00476VK.2	PP_00476VK.2	2021-02-26	Australia				15215		Unknown	B.D.E.4	Dong, Xiaomin; Edwards, Steven; Deng, Yi Mo; Barr, Ian; Hirankitti, Arada; Dapat, Clyde	2025-09-24
PP_00477XE.2	PP_00477XE.2	2021-03-17	Australia				15215		Unknown	B.D.E.4	Dong, Xiaomin; Edwards, Steven; Deng, Yi Mo; Barr, Ian; Hirankitti, Arada; Dapat, Clyde	2025-09-24
PP_00475PY.2	PP_00475PY.2	2022-09-22	Australia				15217		Unknown	B.D.4.1.1	Dong, Xiaomin; Edwards, Steven; Deng, Yi Mo; Barr, Ian; Hirankitti, Arada; Dapat, Clyde	2025-09-24
PP_0047HBB.2	PP_0047HBB.2	2022-10-02	Australia				15217		Unknown	B.D.4.1.1	Dong, Xiaomin; Edwards, Steven; Deng, Yi Mo; Barr, Ian; Hirankitti, Arada; Dapat, Clyde	2025-09-24
PP_00475J8.2	PP_00475J8.2	2022-09-18	Australia				15217		Unknown	B.D.4.1.1	Dong, Xiaomin; Edwards, Steven; Deng, Yi Mo; Barr, Ian; Hirankitti, Arada; Dapat, Clyde	2025-09-24
PP_00475L4.2	PP_00475L4.2	2022-09-19	Australia				15217		Unknown	B.D.4.1.1	Dong, Xiaomin; Edwards, Steven; Deng, Yi Mo; Barr, Ian; Hirankitti, Arada; Dapat, Clyde	2025-09-24
PP_0047AUH.2	PP_0047AUH.2	2022-11-01	Australia				15223		Unknown	B.D.E.4	Dong, Xiaomin; Edwards, Steven; Deng, Yi Mo; Barr, Ian; Hirankitti, Arada; Dapat, Clyde	2025-09-24
PP_0047FLU.2	PP_0047FLU.2	2022-11-17	Australia				15222		Unknown	B.D.E.1	Dong, Xiaomin; Edwards, Steven; Deng, Yi Mo; Barr, Ian; Hirankitti, Arada; Dapat, Clyde	2025-09-24
PP_0047FMS.2	PP_0047FMS.2	2022-12-05	Australia				15222		Unknown	B.D.E.1	Dong, Xiaomin; Edwards, Steven; Deng, Yi Mo; Barr, Ian; Hirankitti, Arada; Dapat, Clyde	2025-09-24
PP_00478J5.2	PP_00478J5.2	2022-08-15	Australia				15220		Unknown	B.D.E.1	Dong, Xiaomin; Edwards, Steven; Deng, Yi Mo; Barr, Ian; Hirankitti, Arada; Dapat, Clyde	2025-09-24
PP_0047C04.2	PP_0047C04.2	2022-11-25	Australia				15219		Unknown	B.D.E.1	Dong, Xiaomin; Edwards, Steven; Deng, Yi Mo; Barr, Ian; Hirankitti, Arada; Dapat, Clyde	2025-09-24
PP_00474BQ.2	PP_00474BQ.2	2022-10-24	Australia				15219		Unknown	B.D.E.1	Dong, Xiaomin; Edwards, Steven; Deng, Yi Mo; Barr, Ian; Hirankitti, Arada; Dapat, Clyde	2025-09-24
PP_0047FY4.2	PP_0047FY4.2	2022-06-19	Australia				15219		Unknown	B.D.E.1	Dong, Xiaomin; Edwards, Steven; Deng, Yi Mo; Barr, Ian; Hirankitti, Arada; Dapat, Clyde	2025-09-24
PP_0047ACG.2	PP_0047ACG.2	2022-11-05	Australia				15219		Unknown	B.D.E.1	Dong, Xiaomin; Edwards, Steven; Deng, Yi Mo; Barr, Ian; Hirankitti, Arada; Dapat, Clyde	2025-09-24
PP_0047A9N.2	PP_0047A9N.2	2022-11-05	Australia				15219		Unknown	B.D.E.1	Dong, Xiaomin; Edwards, Steven; Deng, Yi Mo; Barr, Ian; Hirankitti, Arada; Dapat, Clyde	2025-09-24
PP_00472TT.2	PP_00472TT.2	2022-10-05	Australia				15219		Unknown	B.D.E.1	Dong, Xiaomin; Edwards, Steven; Deng, Yi Mo; Barr, Ian; Hirankitti, Arada; Dapat, Clyde	2025-09-24
PP_0047C3Y.2	PP_0047C3Y.2	2022-12-06	Australia				15219		Unknown	B.D.E.1	Dong, Xiaomin; Edwards, Steven; Deng, Yi Mo; Barr, Ian; Hirankitti, Arada; Dapat, Clyde	2025-09-24
PP_00473AT.2	PP_00473AT.2	2022-10-15	Australia				15219		Unknown	B.D.E.1	Dong, Xiaomin; Edwards, Steven; Deng, Yi Mo; Barr, Ian; Hirankitti, Arada; Dapat, Clyde	2025-09-24
PP_00472UR.2	PP_00472UR.2	2022-10-05	Australia				15219		Unknown	B.D.E.1	Dong, Xiaomin; Edwards, Steven; Deng, Yi Mo; Barr, Ian; Hirankitti, Arada; Dapat, Clyde	2025-09-24
PP_00478K3.2	PP_00478K3.2	2022-08-02	Australia				15219		Unknown	B.D.E.4	Dong, Xiaomin; Edwards, Steven; Deng, Yi Mo; Barr, Ian; Hirankitti, Arada; Dapat, Clyde	2025-09-24
PP_0047H2V.2	PP_0047H2V.2	2022-07-17	Australia				15218		Unknown	B.D.E.4	Dong, Xiaomin; Edwards, Steven; Deng, Yi Mo; Barr, Ian; Hirankitti, Arada; Dapat, Clyde	2025-09-24
PP_0047HJW.2	PP_0047HJW.2	2022-09-08	Australia				15218		Unknown	B.D.E.4	Dong, Xiaomin; Edwards, Steven; Deng, Yi Mo; Barr, Ian; Hirankitti, Arada; Dapat, Clyde	2025-09-24
PP_0047CDC.2	PP_0047CDC.2	2023-04-02	Australia				15221		Unknown	B.D.4.1.1	Dong, Xiaomin; Edwards, Steven; Deng, Yi Mo; Barr, Ian; Hirankitti, Arada; Dapat, Clyde	2025-09-24
PP_0046UGS.2	PP_0046UGS.2	2023-05-24	Australia				15221		Unknown	B.D.4.1.1	Dong, Xiaomin; Edwards, Steven; Deng, Yi Mo; Barr, Ian; Hirankitti, Arada; Dapat, Clyde	2025-09-24
PP_0047E4U.2	PP_0047E4U.2	2023-05-20	Australia				15219		Unknown	B.D.4.1.1	Dong, Xiaomin; Edwards, Steven; Deng, Yi Mo; Barr, Ian; Hirankitti, Arada; Dapat, Clyde	2025-09-24
PP_0046UXV.2	PP_0046UXV.2	2023-06-19	Australia				15219		Unknown	B.D.4.1.1	Dong, Xiaomin; Edwards, Steven; Deng, Yi Mo; Barr, Ian; Hirankitti, Arada; Dapat, Clyde	2025-09-24
PP_0046ZXQ.2	PP_0046ZXQ.2	2023-10-06	Australia				15271		Unknown	B.D.E.4	Dong, Xiaomin; Edwards, Steven; Deng, Yi Mo; Barr, Ian; Hirankitti, Arada; Dapat, Clyde	2025-09-24
PP_0046XWU.2	PP_0046XWU.2	2023-09-13	Australia				15268		Unknown	B.D.E.1	Dong, Xiaomin; Edwards, Steven; Deng, Yi Mo; Barr, Ian; Hirankitti, Arada; Dapat, Clyde	2025-09-24
PP_0047072.2	PP_0047072.2	2023-11-02	Australia				15265		Unknown	B.D.E.1	Dong, Xiaomin; Edwards, Steven; Deng, Yi Mo; Barr, Ian; Hirankitti, Arada; Dapat, Clyde	2025-09-24
PP_004703A.2	PP_004703A.2	2023-10-21	Australia				15264		Unknown	B.D.E.4	Dong, Xiaomin; Edwards, Steven; Deng, Yi Mo; Barr, Ian; Hirankitti, Arada; Dapat, Clyde	2025-09-24
PP_0046XXS.2	PP_0046XXS.2	2023-09-10	Australia				15257		Unknown	B.D.E.1	Dong, Xiaomin; Edwards, Steven; Deng, Yi Mo; Barr, Ian; Hirankitti, Arada; Dapat, Clyde	2025-09-24
PP_00470DQ.2	PP_00470DQ.2	2023-11-08	Australia				15250		Unknown	B.D.E.1	Dong, Xiaomin; Edwards, Steven; Deng, Yi Mo; Barr, Ian; Hirankitti, Arada; Dapat, Clyde	2025-09-24
PP_0046ZYN.2	PP_0046ZYN.2	2023-10-12	Australia				15222		Unknown	B.D.E.1	Dong, Xiaomin; Edwards, Steven; Deng, Yi Mo; Barr, Ian; Hirankitti, Arada; Dapat, Clyde	2025-09-24
PP_0047CZ5.2	PP_0047CZ5.2	2023-04-30	Australia				15220		Unknown	B.D.E.1	Dong, Xiaomin; Edwards, Steven; Deng, Yi Mo; Barr, Ian; Hirankitti, Arada; Dapat, Clyde	2025-09-24
PP_0047EJZ.2	PP_0047EJZ.2	2023-06-19	Australia				15220		Unknown	B.D.E.1	Dong, Xiaomin; Edwards, Steven; Deng, Yi Mo; Barr, Ian; Hirankitti, Arada; Dapat, Clyde	2025-09-24
PP_0047ECC.2	PP_0047ECC.2	2023-06-05	Australia				15220		Unknown	B.D.E.7	Dong, Xiaomin; Edwards, Steven; Deng, Yi Mo; Barr, Ian; Hirankitti, Arada; Dapat, Clyde	2025-09-24
PP_0047ARP.2	PP_0047ARP.2	2023-06-10	Australia				15220		Unknown	B.D.E.1	Dong, Xiaomin; Edwards, Steven; Deng, Yi Mo; Barr, Ian; Hirankitti, Arada; Dapat, Clyde	2025-09-24
PP_0047E2Y.2	PP_0047E2Y.2	2023-05-21	Australia				15220		Unknown	B.D.E.1	Dong, Xiaomin; Edwards, Steven; Deng, Yi Mo; Barr, Ian; Hirankitti, Arada; Dapat, Clyde	2025-09-24
PP_0046VR6.2	PP_0046VR6.2	2023-06-11	Australia				15220		Unknown	B.D.E.1	Dong, Xiaomin; Edwards, Steven; Deng, Yi Mo; Barr, Ian; Hirankitti, Arada; Dapat, Clyde	2025-09-24
PP_0047DCD.2	PP_0047DCD.2	2023-05-14	Australia				15220		Unknown	B.D.E.1	Dong, Xiaomin; Edwards, Steven; Deng, Yi Mo; Barr, Ian; Hirankitti, Arada; Dapat, Clyde	2025-09-24
PP_0047EW9.2	PP_0047EW9.2	2023-07-16	Australia				15220		Unknown	B.D.E.1	Dong, Xiaomin; Edwards, Steven; Deng, Yi Mo; Barr, Ian; Hirankitti, Arada; Dapat, Clyde	2025-09-24
PP_0047CEA.2	PP_0047CEA.2	2023-04-01	Australia				15220		Unknown	B.D.E.1	Dong, Xiaomin; Edwards, Steven; Deng, Yi Mo; Barr, Ian; Hirankitti, Arada; Dapat, Clyde	2025-09-24
PP_0046XMC.2	PP_0046XMC.2	2024-02-27	Australia				15214		Unknown	B.D.4.1.1	Dong, Xiaomin; Edwards, Steven; Deng, Yi Mo; Barr, Ian; Hirankitti, Arada; Dapat, Clyde	2025-09-24
PP_0046Y76.2	PP_0046Y76.2	2024-03-04	Australia				15211		Unknown	B.D.4.1.1	Dong, Xiaomin; Edwards, Steven; Deng, Yi Mo; Barr, Ian; Hirankitti, Arada; Dapat, Clyde	2025-09-24
PP_00473L6.2	PP_00473L6.2	2024-10-25	Australia				15217		Unknown	B.D.E.5	Dong, Xiaomin; Edwards, Steven; Deng, Yi Mo; Barr, Ian; Hirankitti, Arada; Dapat, Clyde	2025-09-24
PP_0047353.2	PP_0047353.2	2024-10-07	Australia				15217		Unknown	B.D.E.5	Dong, Xiaomin; Edwards, Steven; Deng, Yi Mo; Barr, Ian; Hirankitti, Arada; Dapat, Clyde	2025-09-24
PP_00473DM.2	PP_00473DM.2	2024-10-18	Australia				15217		Unknown	B.D.E.5	Dong, Xiaomin; Edwards, Steven; Deng, Yi Mo; Barr, Ian; Hirankitti, Arada; Dapat, Clyde	2025-09-24
PP_0047337.2	PP_0047337.2	2024-10-02	Australia				15217		Unknown	B.D.E.5	Dong, Xiaomin; Edwards, Steven; Deng, Yi Mo; Barr, Ian; Hirankitti, Arada; Dapat, Clyde	2025-09-24
PP_00473BR.2	PP_00473BR.2	2024-10-18	Australia				15217		Unknown	B.D.E.5	Dong, Xiaomin; Edwards, Steven; Deng, Yi Mo; Barr, Ian; Hirankitti, Arada; Dapat, Clyde	2025-09-24
PP_0047361.2	PP_0047361.2	2024-10-07	Australia				15217		Unknown	B.D.E.5	Dong, Xiaomin; Edwards, Steven; Deng, Yi Mo; Barr, Ian; Hirankitti, Arada; Dapat, Clyde	2025-09-24
PP_00473HC.2	PP_00473HC.2	2024-10-18	Australia				15217		Unknown	B.D.E.5	Dong, Xiaomin; Edwards, Steven; Deng, Yi Mo; Barr, Ian; Hirankitti, Arada; Dapat, Clyde	2025-09-24
PP_00473FH.2	PP_00473FH.2	2024-10-17	Australia				15217		Unknown	B.D.E.5	Dong, Xiaomin; Edwards, Steven; Deng, Yi Mo; Barr, Ian; Hirankitti, Arada; Dapat, Clyde	2025-09-24
PP_004738X.2	PP_004738X.2	2024-10-14	Australia				15217		Unknown	B.D.E.5	Dong, Xiaomin; Edwards, Steven; Deng, Yi Mo; Barr, Ian; Hirankitti, Arada; Dapat, Clyde	2025-09-24
PP_00473EK.2	PP_00473EK.2	2024-10-16	Australia				15217		Unknown	B.D.E.5	Dong, Xiaomin; Edwards, Steven; Deng, Yi Mo; Barr, Ian; Hirankitti, Arada; Dapat, Clyde	2025-09-24
PP_004737Z.2	PP_004737Z.2	2024-10-11	Australia				15217		Unknown	B.D.E.5	Dong, Xiaomin; Edwards, Steven; Deng, Yi Mo; Barr, Ian; Hirankitti, Arada; Dapat, Clyde	2025-09-24
PP_0047329.2	PP_0047329.2	2024-09-30	Australia				15217		Unknown	B.D.E.5	Dong, Xiaomin; Edwards, Steven; Deng, Yi Mo; Barr, Ian; Hirankitti, Arada; Dapat, Clyde	2025-09-24
PP_00473M4.2	PP_00473M4.2	2024-10-25	Australia				15217		Unknown	B.D.E.5	Dong, Xiaomin; Edwards, Steven; Deng, Yi Mo; Barr, Ian; Hirankitti, Arada; Dapat, Clyde	2025-09-24
PP_00473GF.2	PP_00473GF.2	2024-09-23	Australia				15217		Unknown	B.D.E.5	Dong, Xiaomin; Edwards, Steven; Deng, Yi Mo; Barr, Ian; Hirankitti, Arada; Dapat, Clyde	2025-09-24
PP_00473JA.2	PP_00473JA.2	2024-10-24	Australia				15217		Unknown	B.D.E.5	Dong, Xiaomin; Edwards, Steven; Deng, Yi Mo; Barr, Ian; Hirankitti, Arada; Dapat, Clyde	2025-09-24
PP_00473QY.2	PP_00473QY.2	2024-10-27	Australia				15217		Unknown	B.D.E.5	Dong, Xiaomin; Edwards, Steven; Deng, Yi Mo; Barr, Ian; Hirankitti, Arada; Dapat, Clyde	2025-09-24
PP_004ESCL.1	PP_004ESCL.1	2025-07-08	Australia				15222		Unknown	B.D.4.1.1	Dong, Xiaomin; Edwards, Steven; Deng, Yi Mo; Barr, Ian; Hirankitti, Arada; Dapat, Clyde	2025-12-17
PP_004ES50.1	PP_004ES50.1	2025-07-03	Australia				15222		Unknown	B.D.4.1.1	Dong, Xiaomin; Edwards, Steven; Deng, Yi Mo; Barr, Ian; Hirankitti, Arada; Dapat, Clyde	2025-12-17
PP_004EQ0C.1	PP_004EQ0C.1	2025-07-27	Australia				15220		Unknown	B.D.4.1.1	Dong, Xiaomin; Edwards, Steven; Deng, Yi Mo; Barr, Ian; Hirankitti, Arada; Dapat, Clyde	2025-12-17
PP_004EQ28.1	PP_004EQ28.1	2025-07-06	Australia				15219		Unknown	B.D.4.1.1	Dong, Xiaomin; Edwards, Steven; Deng, Yi Mo; Barr, Ian; Hirankitti, Arada; Dapat, Clyde	2025-12-17
PP_004EPUQ.1	PP_004EPUQ.1	2025-09-01	Australia				15228		Unknown	B.D.E.1	Dong, Xiaomin; Edwards, Steven; Deng, Yi Mo; Barr, Ian; Hirankitti, Arada; Dapat, Clyde	2025-12-17
PP_004ESK5.1	PP_004ESK5.1	2025-07-11	Australia				15227		Unknown	B.D.E.1	Dong, Xiaomin; Edwards, Steven; Deng, Yi Mo; Barr, Ian; Hirankitti, Arada; Dapat, Clyde	2025-12-17
PP_004ESAQ.1	PP_004ESAQ.1	2025-07-08	Australia				15227		Unknown	B.D.E.1	Dong, Xiaomin; Edwards, Steven; Deng, Yi Mo; Barr, Ian; Hirankitti, Arada; Dapat, Clyde	2025-12-17
PP_0046T2M.2	PP_0046T2M.2	2025-01-02	Australia				15227		Unknown	B.D.E.1	Dong, Xiaomin; Edwards, Steven; Deng, Yi Mo; Barr, Ian; Hirankitti, Arada; Dapat, Clyde	2025-09-24
PP_004ES6Y.1	PP_004ES6Y.1	2025-07-07	Australia				15227		Unknown	B.D.E.1	Dong, Xiaomin; Edwards, Steven; Deng, Yi Mo; Barr, Ian; Hirankitti, Arada; Dapat, Clyde	2025-12-17
PP_004ERJ8.1	PP_004ERJ8.1	2025-05-15	Australia				15225		Unknown	B.D.E.1	Dong, Xiaomin; Edwards, Steven; Deng, Yi Mo; Barr, Ian; Hirankitti, Arada; Dapat, Clyde	2025-12-17
PP_004EPN2.1	PP_004EPN2.1	2025-08-01	Australia				15225		Unknown	B.D.E.1	Dong, Xiaomin; Edwards, Steven; Deng, Yi Mo; Barr, Ian; Hirankitti, Arada; Dapat, Clyde	2025-12-17
PP_0046W2J.2	PP_0046W2J.2	2025-03-30	Australia				15225		Unknown	B.D.E.1	Dong, Xiaomin; Edwards, Steven; Deng, Yi Mo; Barr, Ian; Hirankitti, Arada; Dapat, Clyde	2025-09-24
PP_004ES26.1	PP_004ES26.1	2025-07-04	Australia				15224		Unknown	B.D.E.1	Dong, Xiaomin; Edwards, Steven; Deng, Yi Mo; Barr, Ian; Hirankitti, Arada; Dapat, Clyde	2025-12-17
PP_004ERAR.1	PP_004ERAR.1	2025-07-28	Australia				15224		Unknown	B.D.E.1	Dong, Xiaomin; Edwards, Steven; Deng, Yi Mo; Barr, Ian; Hirankitti, Arada; Dapat, Clyde	2025-12-17
PP_004EPEK.1	PP_004EPEK.1	2025-08-04	Australia				15224		Unknown	B.D.E.1	Dong, Xiaomin; Edwards, Steven; Deng, Yi Mo; Barr, Ian; Hirankitti, Arada; Dapat, Clyde	2025-12-17
PP_004ERVL.1	PP_004ERVL.1	2025-05-17	Australia				15223		Unknown	B.D.E.1	Dong, Xiaomin; Edwards, Steven; Deng, Yi Mo; Barr, Ian; Hirankitti, Arada; Dapat, Clyde	2025-12-17
PP_004ERN0.1	PP_004ERN0.1	2025-05-21	Australia				15223		Unknown	B.D.E.1	Dong, Xiaomin; Edwards, Steven; Deng, Yi Mo; Barr, Ian; Hirankitti, Arada; Dapat, Clyde	2025-12-17
PP_004ERZC.1	PP_004ERZC.1	2025-06-19	Australia				15223		Unknown	B.D.E.1	Dong, Xiaomin; Edwards, Steven; Deng, Yi Mo; Barr, Ian; Hirankitti, Arada; Dapat, Clyde	2025-12-17
PP_004ERTQ.1	PP_004ERTQ.1	2025-05-28	Australia				15223		Unknown	B.D.E.1	Dong, Xiaomin; Edwards, Steven; Deng, Yi Mo; Barr, Ian; Hirankitti, Arada; Dapat, Clyde	2025-12-17
PP_0046US5.2	PP_0046US5.2	2025-02-17	Australia				15223		Unknown	B.D.E.1	Dong, Xiaomin; Edwards, Steven; Deng, Yi Mo; Barr, Ian; Hirankitti, Arada; Dapat, Clyde	2025-09-24
PP_002P9BN.1	PP_002P9BN.1	2019-01-31	Austria				15253	Homo sapiens	Human	B.D.4.1.1	Redlberger-Fritz, M.; Springer, D. N.; Aberle, S. W.; Camp, J. V.; Aberle, J. H.	2023-02-19
PP_002P97W.1	PP_002P97W.1	2019-02-11	Austria				15227	Homo sapiens	Human	B.D.4.1.1	Redlberger-Fritz, M.; Springer, D. N.; Aberle, S. W.; Camp, J. V.; Aberle, J. H.	2023-02-19
PP_002P96Y.1	PP_002P96Y.1	2019-01-25	Austria				15225	Homo sapiens	Human	B.D.4.1.1	Redlberger-Fritz, M.; Springer, D. N.; Aberle, S. W.; Camp, J. V.; Aberle, J. H.	2023-02-19
PP_002P99S.1	PP_002P99S.1	2020-01-15	Austria				15015	Homo sapiens	Human	B.D.4.1.1	Redlberger-Fritz, M.; Springer, D. N.; Aberle, S. W.; Camp, J. V.; Aberle, J. H.	2023-02-19
PP_002P9AQ.1	PP_002P9AQ.1	2021-09-17	Austria				15205	Homo sapiens	Human	B.D.4.1.1	Redlberger-Fritz, M.; Springer, D. N.; Aberle, S. W.; Camp, J. V.; Aberle, J. H.	2023-02-19
PP_002P9GC.1	PP_002P9GC.1	2022-11-07	Austria				15267	Homo sapiens	Human	B.D.4.1.1	Redlberger-Fritz, M.; Springer, D. N.; Aberle, S. W.; Camp, J. V.; Aberle, J. H.	2023-02-19
PP_002P9FE.1	PP_002P9FE.1	2022-10-27	Austria				15263	Homo sapiens	Human	B.D.4.1.1	Redlberger-Fritz, M.; Springer, D. N.; Aberle, S. W.; Camp, J. V.; Aberle, J. H.	2023-02-19
PP_002P9EG.1	PP_002P9EG.1	2022-10-25	Austria				15270	Homo sapiens	Human	B.D.E.1	Redlberger-Fritz, M.; Springer, D. N.; Aberle, S. W.; Camp, J. V.; Aberle, J. H.	2023-02-19
PP_002P9CL.1	PP_002P9CL.1	2022-10-03	Austria				15268	Homo sapiens	Human	B.D.E.1	Redlberger-Fritz, M.; Springer, D. N.; Aberle, S. W.; Camp, J. V.; Aberle, J. H.	2023-02-19
PP_002P9H9.1	PP_002P9H9.1	2022-11-11	Austria				15266	Homo sapiens	Human	B.D.E.1	Redlberger-Fritz, M.; Springer, D. N.; Aberle, S. W.; Camp, J. V.; Aberle, J. H.	2023-02-19
PP_002P9DJ.1	PP_002P9DJ.1	2022-10-24	Austria				15264	Homo sapiens	Human	B.D.E.1	Redlberger-Fritz, M.; Springer, D. N.; Aberle, S. W.; Camp, J. V.; Aberle, J. H.	2023-02-19
PP_002285A.2	PP_002285A.2	2006-12-05	Belgium				15276	Homo sapiens	Human	B.D	Tan, L.; Coenjaerts, F. E.; Houspie, L.; Viveen, M. C.; van Bleek, G. M.; Wiertz, E. J.; Martin, D. P.; Lemey, P.	2013-06-08
PP_002283E.2	PP_002283E.2	2008-10-24	Belgium				15276	Homo sapiens	Human	B.D	Tan, L.; Coenjaerts, F. E.; Houspie, L.; Viveen, M. C.; van Bleek, G. M.; Wiertz, E. J.; Martin, D. P.; Lemey, P.	2013-06-08
PP_002282G.2	PP_002282G.2	2008-10-23	Belgium				15275	Homo sapiens	Human	B.D	Tan, L.; Coenjaerts, F. E.; Houspie, L.; Viveen, M. C.; van Bleek, G. M.; Wiertz, E. J.; Martin, D. P.; Lemey, P.	2013-06-08
PP_002284C.2	PP_002284C.2	2008-11-19	Belgium				15274	Homo sapiens	Human	B.D	Tan, L.; Coenjaerts, F. E.; Houspie, L.; Viveen, M. C.; van Bleek, G. M.; Wiertz, E. J.; Martin, D. P.; Lemey, P.	2013-06-08
PP_002722C.1	PP_002722C.1	2010-03-31	Brazil				15268	Homo sapiens	Human	B.D	Di Paola, N.; Cunha, M. P.; Oliveira, D. B. L.; Durigon, E.; Durigon, G. S.; Zanotto, P. M. A.	2017-12-26
PP_002721E.1	PP_002721E.1	2010-02-22	Brazil				15246	Homo sapiens	Human	B.D	Di Paola, N.; Cunha, M. P.; Oliveira, D. B. L.; Durigon, E.; Durigon, G. S.; Zanotto, P. M. A.	2017-12-26
PP_002723A.1	PP_002723A.1	2010-01-04	Brazil				15188	Homo sapiens	Human	B.D.1	Di Paola, N.; Cunha, M. P.; Oliveira, D. B. L.; Durigon, E.; Durigon, G. S.; Zanotto, P. M. A.	2017-12-26
PP_002TTEQ.1	PP_002TTEQ.1	2018-07-04	Brazil				15225	Homo sapiens	Human	B.D.4.1.1	Langedijk, A. C.; Lebbink, R. J.; Bont, L. J.; Evers, A.	2024-04-09
PP_002TP78.1	PP_002TP78.1	2018-07-02	Brazil				15225	Homo sapiens	Human	B.D.4.1.1	Langedijk, A. C.; Lebbink, R. J.; Bont, L. J.; Evers, A.	2024-04-09
