accessionVersion	lineage	sampleCollectionDate	geoLocCountry	geoLocAdmin1	authors	authorAffiliations	hostNameScientific	length	earliestReleaseDate	submissionId	groupName	dataUseTerms	dataUseTermsUrl	biosampleAccession	completeness	geoLocAdmin2	geoLocCity	insdcAccessionFull	insdcRawReadsAccession	isLabHost	specimenCollectorSampleId	totalAmbiguousNucs	totalUnknownNucs	year	metadata_score	lineage_trunc
PP_002NLSG.1	B.D.4.1	2016-08-02	Argentina	Buenos Aires, Tortuguitas	Goya, S.; Lucion, M. F.; Shilts, M. H.; Juarez, M. D. V.; Gentile, A.; Mistchenko, A. S.; Viegas, M.; Das, S. R.	Ricardo Gutierrez Children's Hospital, Virology Laboratory	Homo sapiens	15216	2023-02-11	ON237210.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.9991459729339115			ON237210.1			HRSV/B/Argentina/BA-HNRG-298/2016	1	0	2016	7.485173195208805	B.D.4
PP_002NKMT.1	B.D.4.1.1	2016-04-18	Argentina	Buenos Aires, Lomas de Zamora	Goya, S.; Lucion, M. F.; Shilts, M. H.; Juarez, M. D. V.; Gentile, A.; Mistchenko, A. S.; Viegas, M.; Das, S. R.	Ricardo Gutierrez Children's Hospital, Virology Laboratory	Homo sapiens	15213	2023-02-11	ON237171.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.9991459729339115			ON237171.1			HRSV/B/Argentina/BA-HNRG-206/2016	0	0	2016	7.484978957591453	B.D.4
PP_002NL3V.1	B.D.4.1	2016-06-06	Argentina	Buenos Aires, Los Polvorines	Goya, S.; Lucion, M. F.; Shilts, M. H.; Juarez, M. D. V.; Gentile, A.; Mistchenko, A. S.; Viegas, M.; Das, S. R.	Ricardo Gutierrez Children's Hospital, Virology Laboratory	Homo sapiens	15212	2023-02-11	ON237187.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.9992116673236106			ON237187.1			HRSV/B/Argentina/BA-HNRG-244/2016	1	0	2016	7.484914211719003	B.D.4
PP_002NLE7.1	B.D.4.1	2016-06-21	Argentina	Buenos Aires, Monte Grande	Goya, S.; Lucion, M. F.; Shilts, M. H.; Juarez, M. D. V.; Gentile, A.; Mistchenko, A. S.; Viegas, M.; Das, S. R.	Ricardo Gutierrez Children's Hospital, Virology Laboratory	Homo sapiens	15212	2023-02-11	ON237198.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.9992773617133097			ON237198.1			HRSV/B/Argentina/BA-HNRG-263/2016	0	0	2016	7.484914211719003	B.D.4
PP_002NL5R.1	B.D.4.1	2016-06-06	Argentina	Buenos Aires, Gonzalez Catan	Goya, S.; Lucion, M. F.; Shilts, M. H.; Juarez, M. D. V.; Gentile, A.; Mistchenko, A. S.; Viegas, M.; Das, S. R.	Ricardo Gutierrez Children's Hospital, Virology Laboratory	Homo sapiens	15212	2023-02-11	ON237189.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.9992773617133097			ON237189.1			HRSV/B/Argentina/BA-HNRG-246/2016	0	0	2016	7.484914211719003	B.D.4
PP_002NKTF.1	B.D.4.1	2016-05-23	Argentina	Buenos Aires, General Rodriguez	Goya, S.; Lucion, M. F.; Shilts, M. H.; Juarez, M. D. V.; Gentile, A.; Mistchenko, A. S.; Viegas, M.; Das, S. R.	Ricardo Gutierrez Children's Hospital, Virology Laboratory	Homo sapiens	15211	2023-02-11	ON237177.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.9992773617133097			ON237177.1			HRSV/B/Argentina/BA-HNRG-223/2016	0	0	2016	7.484849465846552	B.D.4
PP_002NLD9.1	B.D.4.1	2016-06-15	Argentina	Buenos Aires, San Miguel	Goya, S.; Lucion, M. F.; Shilts, M. H.; Juarez, M. D. V.; Gentile, A.; Mistchenko, A. S.; Viegas, M.; Das, S. R.	Ricardo Gutierrez Children's Hospital, Virology Laboratory	Homo sapiens	15210	2023-02-11	ON237197.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.9992773617133097			ON237197.1			HRSV/B/Argentina/BA-HNRG-260/2016	0	0	2016	7.484784719974102	B.D.4
PP_002NKRK.1	B.D.4.1	2016-05-06	Argentina	Buenos Aires, Jose C. Paz	Goya, S.; Lucion, M. F.; Shilts, M. H.; Juarez, M. D. V.; Gentile, A.; Mistchenko, A. S.; Viegas, M.; Das, S. R.	Ricardo Gutierrez Children's Hospital, Virology Laboratory	Homo sapiens	15210	2023-02-11	ON237175.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.9992116673236106			ON237175.1			HRSV/B/Argentina/BA-HNRG-213/2016	1	0	2016	7.484784719974102	B.D.4
PP_002NKUD.1	B.D.4.1	2016-05-24	Argentina	Buenos Aires, Valentin Alsina	Goya, S.; Lucion, M. F.; Shilts, M. H.; Juarez, M. D. V.; Gentile, A.; Mistchenko, A. S.; Viegas, M.; Das, S. R.	Ricardo Gutierrez Children's Hospital, Virology Laboratory	Homo sapiens	15210	2023-02-11	ON237178.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.9992773617133097			ON237178.1			HRSV/B/Argentina/BA-HNRG-226/2016	0	0	2016	7.484784719974102	B.D.4
PP_002NLCB.1	B.D.4.1	2016-06-13	Argentina	Buenos Aires, Monte Grande	Goya, S.; Lucion, M. F.; Shilts, M. H.; Juarez, M. D. V.; Gentile, A.; Mistchenko, A. S.; Viegas, M.; Das, S. R.	Ricardo Gutierrez Children's Hospital, Virology Laboratory	Homo sapiens	15210	2023-02-11	ON237196.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.9992773617133097			ON237196.1			HRSV/B/Argentina/BA-HNRG-257/2016	0	0	2016	7.484784719974102	B.D.4
PP_002NL4T.1	B.D.4.1	2016-06-06	Argentina	Buenos Aires, Bella Vista	Goya, S.; Lucion, M. F.; Shilts, M. H.; Juarez, M. D. V.; Gentile, A.; Mistchenko, A. S.; Viegas, M.; Das, S. R.	Ricardo Gutierrez Children's Hospital, Virology Laboratory	Homo sapiens	15210	2023-02-11	ON237188.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.9992116673236106			ON237188.1			HRSV/B/Argentina/BA-HNRG-245/2016	0	0	2016	7.484784719974102	B.D.4
PP_002NLAF.1	B.D.4.1	2016-06-10	Argentina	Buenos Aires, Merlo	Goya, S.; Lucion, M. F.; Shilts, M. H.; Juarez, M. D. V.; Gentile, A.; Mistchenko, A. S.; Viegas, M.; Das, S. R.	Ricardo Gutierrez Children's Hospital, Virology Laboratory	Homo sapiens	15210	2023-02-11	ON237194.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.9992773617133097			ON237194.1			HRSV/B/Argentina/BA-HNRG-253/2016	0	0	2016	7.484784719974102	B.D.4
PP_002NKZ3.1	B.D.4.1	2016-06-01	Argentina	Buenos Aires, Merlo	Goya, S.; Lucion, M. F.; Shilts, M. H.; Juarez, M. D. V.; Gentile, A.; Mistchenko, A. S.; Viegas, M.; Das, S. R.	Ricardo Gutierrez Children's Hospital, Virology Laboratory	Homo sapiens	15210	2023-02-11	ON237183.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.9992116673236106			ON237183.1			HRSV/B/Argentina/BA-HNRG-239/2016	0	0	2016	7.484784719974102	B.D.4
PP_002NKNR.1	B.D.4.1	2016-04-22	Argentina	Buenos Aires, Lomas de Zamora	Goya, S.; Lucion, M. F.; Shilts, M. H.; Juarez, M. D. V.; Gentile, A.; Mistchenko, A. S.; Viegas, M.; Das, S. R.	Ricardo Gutierrez Children's Hospital, Virology Laboratory	Homo sapiens	15210	2023-02-11	ON237172.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.9990802785442123			ON237172.1			HRSV/B/Argentina/BA-HNRG-208/2016	3	0	2016	7.484784719974102	B.D.4
PP_002NKX7.1	B.D.4.1	2016-05-30	Argentina	Buenos Aires, La Matanza	Goya, S.; Lucion, M. F.; Shilts, M. H.; Juarez, M. D. V.; Gentile, A.; Mistchenko, A. S.; Viegas, M.; Das, S. R.	Ricardo Gutierrez Children's Hospital, Virology Laboratory	Homo sapiens	15209	2023-02-11	ON237181.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.9992116673236106			ON237181.1			HRSV/B/Argentina/BA-HNRG-233/2016	0	0	2016	7.484719974101651	B.D.4
PP_002NL8K.1	B.D.4.1	2016-06-07	Argentina	Buenos Aires, San Andres de Giles	Goya, S.; Lucion, M. F.; Shilts, M. H.; Juarez, M. D. V.; Gentile, A.; Mistchenko, A. S.; Viegas, M.; Das, S. R.	Ricardo Gutierrez Children's Hospital, Virology Laboratory	Homo sapiens	15209	2023-02-11	ON237192.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.9992116673236106			ON237192.1			HRSV/B/Argentina/BA-HNRG-249/2016	0	0	2016	7.484719974101651	B.D.4
PP_002NLG3.1	B.D.4.1	2016-06-27	Argentina	Buenos Aires, Rafael Castillo	Goya, S.; Lucion, M. F.; Shilts, M. H.; Juarez, M. D. V.; Gentile, A.; Mistchenko, A. S.; Viegas, M.; Das, S. R.	Ricardo Gutierrez Children's Hospital, Virology Laboratory	Homo sapiens	15209	2023-02-11	ON237200.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.9992116673236106			ON237200.1			HRSV/B/Argentina/BA-HNRG-272/2016	0	0	2016	7.484719974101651	B.D.4
PP_002NL7M.1	B.D.4.1	2016-06-07	Argentina	Buenos Aires, San Fernando	Goya, S.; Lucion, M. F.; Shilts, M. H.; Juarez, M. D. V.; Gentile, A.; Mistchenko, A. S.; Viegas, M.; Das, S. R.	Ricardo Gutierrez Children's Hospital, Virology Laboratory	Homo sapiens	15209	2023-02-11	ON237191.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.9992116673236106			ON237191.1			HRSV/B/Argentina/BA-HNRG-248/2016	0	0	2016	7.484719974101651	B.D.4
PP_002NLW8.1	B.D.4.1	2017-05-24	Argentina	Buenos Aires, Beccar	Goya, S.; Lucion, M. F.; Shilts, M. H.; Juarez, M. D. V.; Gentile, A.; Mistchenko, A. S.; Viegas, M.; Das, S. R.	Ricardo Gutierrez Children's Hospital, Virology Laboratory	Homo sapiens	15213	2023-02-11	ON237214.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.9992773617133097			ON237214.1			HRSV/B/Argentina/BA-HNRG-325/2017	0	0	2017	7.484978957591453	B.D.4
PP_002NLZ2.1	B.D.4.1	2017-07-24	Argentina	Buenos Aires, Munro	Goya, S.; Lucion, M. F.; Shilts, M. H.; Juarez, M. D. V.; Gentile, A.; Mistchenko, A. S.; Viegas, M.; Das, S. R.	Ricardo Gutierrez Children's Hospital, Virology Laboratory	Homo sapiens	15210	2023-02-11	ON237217.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.9992116673236106			ON237217.1			HRSV/B/Argentina/BA-HNRG-393/2017	0	0	2017	7.484784719974102	B.D.4
PP_002NLTE.1	B.D.4.1	2017-04-10	Argentina	Ciudad Autonoma de Buenos Aires	Goya, S.; Lucion, M. F.; Shilts, M. H.; Juarez, M. D. V.; Gentile, A.; Mistchenko, A. S.; Viegas, M.; Das, S. R.	Ricardo Gutierrez Children's Hospital, Virology Laboratory	Homo sapiens	15210	2023-02-11	ON237211.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.9992773617133097			ON237211.1			HRSV/B/Argentina/BA-HNRG-302/2017	0	0	2017	7.484784719974102	B.D.4
PP_002NLX6.1	B.D.4.1	2017-07-03	Argentina	Ciudad Autonoma de Buenos Aires	Goya, S.; Lucion, M. F.; Shilts, M. H.; Juarez, M. D. V.; Gentile, A.; Mistchenko, A. S.; Viegas, M.; Das, S. R.	Ricardo Gutierrez Children's Hospital, Virology Laboratory	Homo sapiens	15209	2023-02-11	ON237215.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.9990802785442123			ON237215.1			HRSV/B/Argentina/BA-HNRG-378/2017	1	0	2017	7.484719974101651	B.D.4
PP_002NLUC.1	B.D.4.1.1	2017-04-11	Argentina	Ciudad Autonoma de Buenos Aires	Goya, S.; Lucion, M. F.; Shilts, M. H.; Juarez, M. D. V.; Gentile, A.; Mistchenko, A. S.; Viegas, M.; Das, S. R.	Ricardo Gutierrez Children's Hospital, Virology Laboratory	Homo sapiens	15208	2023-02-11	ON237212.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.9991459729339115			ON237212.1			HRSV/B/Argentina/BA-HNRG-303/2017	0	0	2017	7.4846552282292	B.D.4
PP_002NLY4.1	B.D.4.1	2017-07-07	Argentina	Buenos Aires, Ciudadela	Goya, S.; Lucion, M. F.; Shilts, M. H.; Juarez, M. D. V.; Gentile, A.; Mistchenko, A. S.; Viegas, M.; Das, S. R.	Ricardo Gutierrez Children's Hospital, Virology Laboratory	Homo sapiens	15208	2023-02-11	ON237216.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.9990802785442123			ON237216.1			HRSV/B/Argentina/BA-HNRG-383/2017	0	0	2017	7.4846552282292	B.D.4
PP_002NLVA.1	B.D.4	2017-05-11	Argentina	Buenos Aires, Mar del Plata	Goya, S.; Lucion, M. F.; Shilts, M. H.; Juarez, M. D. V.; Gentile, A.; Mistchenko, A. S.; Viegas, M.; Das, S. R.	Ricardo Gutierrez Children's Hospital, Virology Laboratory	Homo sapiens	15173	2023-02-11	ON237213.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.9990802785442123			ON237213.1			HRSV/B/Argentina/BA-HNRG-313/2017	1	0	2017	7.482389122693428	B.D.4
PP_002VZ16.1	B.D.E.1	2024-05-20	Argentina	Buenos Aires, La Plata	Acuna, D.; Irazoqui, M.; Palau, M. J.; Vera, A.; Vescina, C. M.; Trevino, N. P.; Eguiguren, M. P.; Fernandez Gago, G.; Alancay, A.; Nadalich, V.; Angeletti, A.; Cordero, A.; Viegas, M.	CONICET (National Council for Scientific and Technical Research), Exacts Sciences School, National University of la Plata	Homo sapiens	15222	2024-11-25	PQ600481.2	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		1.0			PQ600481.2			HRSV/B/Argentina/PAIS-HSML/8/2024-05-20	0	0	2024	7.485561670443509	B.D.E
PP_002VYYC.1	B.D.E.1	2024-06-10	Argentina	Buenos Aires, La Plata	Acuna, D.; Irazoqui, M.; Palau, M. J.; Vera, A.; Vescina, C. M.; Trevino, N. P.; Eguiguren, M. P.; Fernandez Gago, G.; Alancay, A.; Nadalich, V.; Angeletti, A.; Cordero, A.; Viegas, M.	CONICET (National Council for Scientific and Technical Research), Exacts Sciences School, National University of la Plata	Homo sapiens	15222	2024-11-25	PQ600478.2	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		1.0			PQ600478.2			HRSV/B/Argentina/PAIS-HSML/19/2024-06-10	0	0	2024	7.485561670443509	B.D.E
PP_002VYUL.1	B.D.E.1	2024-06-18	Argentina	Buenos Aires, La Plata	Acuna, D.; Irazoqui, M.; Palau, M. J.; Vera, A.; Vescina, C. M.; Trevino, N. P.; Eguiguren, M. P.; Fernandez Gago, G.; Alancay, A.; Nadalich, V.; Angeletti, A.; Cordero, A.; Viegas, M.	CONICET (National Council for Scientific and Technical Research), Exacts Sciences School, National University of la Plata	Homo sapiens	15222	2024-11-25	PQ600474.2	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		1.0			PQ600474.2			HRSV/B/Argentina/PAIS-HSML/25/2024-06-18	0	0	2024	7.485561670443509	B.D.E
PP_002VZ24.1	B.D.E.1	2024-07-30	Argentina	Buenos Aires, La Plata	Acuna, D.; Irazoqui, M.; Palau, M. J.; Vera, A.; Vescina, C. M.; Trevino, N. P.; Eguiguren, M. P.; Fernandez Gago, G.; Alancay, A.; Nadalich, V.; Angeletti, A.; Cordero, A.; Viegas, M.	CONICET (National Council for Scientific and Technical Research), Exacts Sciences School, National University of la Plata	Homo sapiens	15222	2024-11-25	PQ600482.2	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.9999343056103008			PQ600482.2			HRSV/B/Argentina/PAIS-HSML/55/2024-07-30	0	1	2024	7.485561670443509	B.D.E
PP_002VYZA.1	B.D.E.1	2024-05-23	Argentina	Buenos Aires, La Plata	Acuna, D.; Irazoqui, M.; Palau, M. J.; Vera, A.; Vescina, C. M.; Trevino, N. P.; Eguiguren, M. P.; Fernandez Gago, G.; Alancay, A.; Nadalich, V.; Angeletti, A.; Cordero, A.; Viegas, M.	CONICET (National Council for Scientific and Technical Research), Exacts Sciences School, National University of la Plata	Homo sapiens	15222	2024-11-25	PQ600479.2	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		1.0			PQ600479.2			HRSV/B/Argentina/PAIS-HSML/11/2024-05-23	0	0	2024	7.485561670443509	B.D.E
PP_002VZ08.1	B.D.E.1	2024-05-12	Argentina	Buenos Aires, La Plata	Acuna, D.; Irazoqui, M.; Palau, M. J.; Vera, A.; Vescina, C. M.; Trevino, N. P.; Eguiguren, M. P.; Fernandez Gago, G.; Alancay, A.; Nadalich, V.; Angeletti, A.; Cordero, A.; Viegas, M.	CONICET (National Council for Scientific and Technical Research), Exacts Sciences School, National University of la Plata	Homo sapiens	15222	2024-11-25	PQ600480.2	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.9998686112206018			PQ600480.2			HRSV/B/Argentina/PAIS-HSML/6/2024-05-12	0	2	2024	7.485561670443509	B.D.E
PP_002VYWG.1	B.D.E.1	2024-06-28	Argentina	Buenos Aires, La Plata	Acuna, D.; Irazoqui, M.; Palau, M. J.; Vera, A.; Vescina, C. M.; Trevino, N. P.; Eguiguren, M. P.; Fernandez Gago, G.; Alancay, A.; Nadalich, V.; Angeletti, A.; Cordero, A.; Viegas, M.	CONICET (National Council for Scientific and Technical Research), Exacts Sciences School, National University of la Plata	Homo sapiens	15222	2024-11-25	PQ600476.2	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.9999343056103008			PQ600476.2			HRSV/B/Argentina/PAIS-HSML/31/2024-06-28	0	1	2024	7.485561670443509	B.D.E
PP_002VYTN.1	B.D.E.1	2024-08-26	Argentina	Buenos Aires, La Plata	Acuna, D.; Irazoqui, M.; Palau, M. J.; Vera, A.; Vescina, C. M.; Trevino, N. P.; Eguiguren, M. P.; Fernandez Gago, G.; Alancay, A.; Nadalich, V.; Angeletti, A.; Cordero, A.; Viegas, M.	CONICET (National Council for Scientific and Technical Research), Exacts Sciences School, National University of la Plata	Homo sapiens	15221	2024-11-25	PQ600473.2	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.9999343056103008			PQ600473.2			HRSV/B/Argentina/PAIS-HSML/61/2024-08-26	0	0	2024	7.485496924571058	B.D.E
PP_002VYXE.1	B.D.E.1	2024-08-15	Argentina	Buenos Aires, La Plata	Acuna, D.; Irazoqui, M.; Palau, M. J.; Vera, A.; Vescina, C. M.; Trevino, N. P.; Eguiguren, M. P.; Fernandez Gago, G.; Alancay, A.; Nadalich, V.; Angeletti, A.; Cordero, A.; Viegas, M.	CONICET (National Council for Scientific and Technical Research), Exacts Sciences School, National University of la Plata	Homo sapiens	15215	2024-11-25	PQ600477.2	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.9995401392721062			PQ600477.2			HRSV/B/Argentina/PAIS-HSML/60/2024-08-15	0	0	2024	7.485108449336355	B.D.E
PP_002VYVJ.1	B.D.E.1	2024-07-16	Argentina	Buenos Aires, La Plata	Acuna, D.; Irazoqui, M.; Palau, M. J.; Vera, A.; Vescina, C. M.; Trevino, N. P.; Eguiguren, M. P.; Fernandez Gago, G.; Alancay, A.; Nadalich, V.; Angeletti, A.; Cordero, A.; Viegas, M.	CONICET (National Council for Scientific and Technical Research), Exacts Sciences School, National University of la Plata	Homo sapiens	15214	2024-11-25	PQ600475.2	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.999474444882407			PQ600475.2			HRSV/B/Argentina/PAIS-HSML/42/2024-07-16	0	0	2024	7.485043703463904	B.D.E
PP_002VX26.1	B.D.E.1.1	2024-07-29	Argentina		Acuna, D.; Palau, M. J.; Vera, A.; Vescina, C. M.; Trevino, N. P.; Eguiguren, M. P.; Fernandez Gago, G.; Alancay, A.; Nadalich, V.; Angeletti, A.; Cordero, A.; Irazoqui, M.; Viegas, M.	Conicet (National Council for Scientific and Technical Research), Exacts Sciences School, National University of la Plata, Argentina	Homo sapiens	15222	2024-10-28	PQ492132.2	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		1.0			PQ492132.2			RSVB/Argentina/PAIS-ELZ/91/2024_07_29	0	0	2024	6.485561670443509	B.D.E
PP_002VWHA.1	B.D.E.1.1	2024-07-01	Argentina		Acuna, D.; Palau, M. J.; Vera, A.; Vescina, C. M.; Trevino, N. P.; Eguiguren, M. P.; Fernandez Gago, G.; Alancay, A.; Nadalich, V.; Angeletti, A.; Cordero, A.; Irazoqui, M.; Viegas, M.	Conicet (National Council for Scientific and Technical Research), Exacts Sciences School, National University of la Plata, Argentina	Homo sapiens	15222	2024-10-28	PQ492113.2	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		1.0			PQ492113.2			RSVB/Argentina/PAIS-HSML/49/2024-07	0	0	2024	6.485561670443509	B.D.E
PP_002VX50.1	B.D.E.1.1	2024-06-22	Argentina		Acuna, D.; Palau, M. J.; Vera, A.; Vescina, C. M.; Trevino, N. P.; Eguiguren, M. P.; Fernandez Gago, G.; Alancay, A.; Nadalich, V.; Angeletti, A.; Cordero, A.; Irazoqui, M.; Viegas, M.	Conicet (National Council for Scientific and Technical Research), Exacts Sciences School, National University of la Plata, Argentina	Homo sapiens	15222	2024-10-28	PQ492135.2	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		1.0			PQ492135.2			RSVB/Argentina/PAIS-ALM/44/2024_06_22	0	0	2024	6.485561670443509	B.D.E
PP_002VWBP.1	B.D.E.1.1	2024-07-22	Argentina		Acuna, D.; Palau, M. J.; Vera, A.; Vescina, C. M.; Trevino, N. P.; Eguiguren, M. P.; Fernandez Gago, G.; Alancay, A.; Nadalich, V.; Angeletti, A.; Cordero, A.; Irazoqui, M.; Viegas, M.	Conicet (National Council for Scientific and Technical Research), Exacts Sciences School, National University of la Plata, Argentina	Homo sapiens	15222	2024-10-28	PQ492107.2	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.9991459729339115			PQ492107.2			RSVB/Argentina/PAIS-GONNET/13/2024-07-22	0	13	2024	6.485561670443509	B.D.E
PP_002VX0A.1	B.D.E.1.1	2024-08-02	Argentina		Acuna, D.; Palau, M. J.; Vera, A.; Vescina, C. M.; Trevino, N. P.; Eguiguren, M. P.; Fernandez Gago, G.; Alancay, A.; Nadalich, V.; Angeletti, A.; Cordero, A.; Irazoqui, M.; Viegas, M.	Conicet (National Council for Scientific and Technical Research), Exacts Sciences School, National University of la Plata, Argentina	Homo sapiens	15222	2024-10-28	PQ492130.2	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		1.0			PQ492130.2			RSVB/Argentina/PAIS-HSML/56/2024-08-02	0	0	2024	6.485561670443509	B.D.E
PP_002VWM2.1	B.D.E.1.1	2024-05-27	Argentina		Acuna, D.; Palau, M. J.; Vera, A.; Vescina, C. M.; Trevino, N. P.; Eguiguren, M. P.; Fernandez Gago, G.; Alancay, A.; Nadalich, V.; Angeletti, A.; Cordero, A.; Irazoqui, M.; Viegas, M.	Conicet (National Council for Scientific and Technical Research), Exacts Sciences School, National University of la Plata, Argentina	Homo sapiens	15222	2024-10-28	PQ492117.2	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		1.0			PQ492117.2			RSVB/Argentina/PAIS-GONNET/1/2024-05-27	0	0	2024	6.485561670443509	B.D.E
